showname,city,theatre,weekending,type,book adaptation,film adaptation,gross
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/1/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/8/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/15/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/22/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/29/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/5/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/12/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/19/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/26/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/2/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/9/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/16/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/23/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/30/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/7/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/14/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/21/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/28/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/4/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/11/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/18/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/25/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/2/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/9/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/16/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/23/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/30/12,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/6/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/13/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/20/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/27/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/3/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/10/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/17/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/24/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/3/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/10/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/17/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/24/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/31/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/7/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/14/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/21/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/28/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/5/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/12/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/19/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/26/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/2/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/9/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/16/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/23/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/30/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/7/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/14/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/21/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/28/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/4/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/11/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/18/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/25/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/1/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/8/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/15/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/22/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/29/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/6/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/13/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/20/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/27/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/3/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/10/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/17/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/24/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/1/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/8/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/15/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/22/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/29/13,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/5/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/12/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/19/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/26/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/2/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/9/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/16/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/23/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/2/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/9/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/16/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/23/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/30/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/6/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/13/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/20/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/27/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/4/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/11/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/18/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/25/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/1/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/8/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/15/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/22/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/29/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/6/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/13/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/20/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/27/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/3/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/10/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/17/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/24/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/31/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/7/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/14/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/21/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/28/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/5/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/12/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/19/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/26/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/2/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/9/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/16/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/23/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/30/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/7/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/14/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/21/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/28/14,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/4/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/11/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/18/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/25/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/1/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/8/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/15/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/22/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/1/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/8/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/15/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/22/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/29/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/5/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/12/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/19/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/26/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/3/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/10/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/17/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/24/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/31/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/7/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/14/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/21/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/28/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/5/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/12/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/19/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/26/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/2/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/9/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/16/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/23/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/30/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/6/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/13/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/20/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/27/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/4/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/11/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/18/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/25/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/1/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/8/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/15/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/22/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/29/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/6/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/13/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/20/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/27/15,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/3/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/10/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/17/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/24/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/31/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/7/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/14/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/21/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/28/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/6/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/13/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/20/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,3/27/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/3/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/10/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/17/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,4/24/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/1/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/8/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/15/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/22/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,5/29/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/5/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/12/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/19/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,6/26/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/3/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/10/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/17/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/24/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,7/31/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/7/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/14/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/21/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,8/28/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/4/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/11/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/18/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,9/25/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/2/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/9/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/16/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/23/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,10/30/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/6/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/13/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/20/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,11/27/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/4/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/11/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/18/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,12/25/16,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/1/17,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/8/17,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/15/17,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/22/17,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,1/29/17,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/5/17,ENGLISH,1,0,
WICKED,LONDON,APOLLO VICTORIA THEATRE,2/12/17,ENGLISH,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/17/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/24/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/1/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/8/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/15/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/22/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/29/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/5/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/12/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/19/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/26/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/2/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/9/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/16/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/23/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/30/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,10/7/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,10/14/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,10/21/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,10/28/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,11/4/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,11/11/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,11/18/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,11/25/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,12/2/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,12/9/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,12/16/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,12/23/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,12/30/07,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,1/6/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,1/13/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,1/20/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,1/27/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,2/3/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,2/10/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,2/17/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,2/24/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/2/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/9/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/16/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/23/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/30/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,4/6/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,4/13/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,4/20/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,4/27/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,5/4/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,5/11/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,5/18/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,5/25/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/1/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/8/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/15/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/22/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/29/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/6/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/13/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/20/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/27/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/3/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/10/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/17/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/24/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/31/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/7/08,LOCAL,1,0,
