showname,city,theatre,weekending,type,book adaptation,film adaptation,gross
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/14/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/21/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/28/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,10/5/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,10/12/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,10/19/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,10/26/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,11/2/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,11/9/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,11/16/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,11/23/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,11/30/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,12/7/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,12/14/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,12/21/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,12/28/08,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,1/4/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,1/11/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,1/18/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,1/25/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,2/1/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,2/8/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,2/15/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,2/22/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/1/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/8/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/15/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/22/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,3/29/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,4/5/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,4/12/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,4/19/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,4/26/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,5/3/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,5/10/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,5/17/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,5/24/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,5/31/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/7/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/14/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/21/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,6/28/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/5/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/12/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/19/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,7/26/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/2/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/9/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/16/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/23/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,8/30/09,LOCAL,1,0,
WICKED,TOKYO,THE DENTSU-SHIKI THEATRE,9/6/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/18/07,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/25/07,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/2/07,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/9/07,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/16/07,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/23/07,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/30/07,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/6/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/13/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/20/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/27/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,2/3/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,2/10/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,2/17/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,2/24/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/2/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/9/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/16/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/23/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/30/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,4/6/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,4/13/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,4/20/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,4/27/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,5/4/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,5/11/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,5/18/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,5/25/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,6/1/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,6/8/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,6/15/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,6/22/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,6/29/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,7/6/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,7/13/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,7/20/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,7/27/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/3/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/10/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/17/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/24/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/31/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,9/7/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,9/14/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,9/21/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,9/28/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,10/5/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,10/12/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,10/19/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,10/26/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/2/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/9/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/16/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/23/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/30/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/7/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/14/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/21/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/28/08,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/4/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/11/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/18/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/25/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,2/1/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,2/8/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,2/15/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,2/22/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/1/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/8/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/15/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/22/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,3/29/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,4/5/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,4/12/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,4/19/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,4/26/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,5/3/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,5/10/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,5/17/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,5/24/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,5/31/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,6/7/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,6/14/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,6/21/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,6/28/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,7/5/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,7/12/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,7/19/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,7/26/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/2/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/9/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/16/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/23/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,8/30/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,9/6/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,9/13/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,9/20/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,9/27/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,10/4/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,10/11/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,10/18/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,10/25/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/1/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/8/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/15/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/22/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,11/29/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/6/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/13/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/20/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,12/27/09,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/3/10,LOCAL,1,0,
WICKED,STUTTGART,PALLADIUM THEATRE,1/10/10,LOCAL,1,0,
WICKED,MELBOURNE,REGENT THEATRE,7/13/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,7/20/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,7/27/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,8/3/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,8/10/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,8/17/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,8/24/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,8/31/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,9/7/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,9/14/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,9/21/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,9/28/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,10/5/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,10/12/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,10/19/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,10/26/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,11/2/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,11/9/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,11/16/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,11/23/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,11/30/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,12/7/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,12/14/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,12/21/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,12/28/08,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,1/4/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,1/11/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,1/18/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,1/25/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,2/1/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,2/8/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,2/15/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,2/22/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,3/1/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,3/8/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,3/15/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,3/22/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,3/29/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,4/5/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,4/12/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,4/19/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,4/26/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,5/3/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,5/10/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,5/17/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,5/24/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,5/31/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,6/7/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,6/14/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,6/21/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,6/28/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,7/5/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,7/12/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,7/19/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,7/26/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,8/2/09,ENGLISH,1,0,
WICKED,MELBOURNE,REGENT THEATRE,8/9/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,9/13/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,9/20/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,9/27/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,10/4/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,10/11/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,10/18/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,10/25/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,11/1/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,11/8/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,11/15/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,11/22/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,11/29/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,12/6/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,12/13/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,12/20/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,12/27/09,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,1/3/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,1/10/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,1/17/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,1/24/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,1/31/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,2/7/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,2/14/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,2/21/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,2/28/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,3/7/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,3/14/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,3/21/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,3/28/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,4/4/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,4/11/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,4/18/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,4/25/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,5/2/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,5/9/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,5/16/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,5/23/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,5/30/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,6/6/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,6/13/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,6/20/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,6/27/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,7/4/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,7/11/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,7/18/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,7/25/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,8/1/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,8/8/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,8/15/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,8/22/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,8/29/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,9/5/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,9/12/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,9/19/10,ENGLISH,1,0,
WICKED,SYDNEY,CAPITOL THEATRE,9/26/10,ENGLISH,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,10/11/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,10/18/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,10/25/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,11/1/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,11/8/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,11/15/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,11/22/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,11/29/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,12/6/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,12/13/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,12/20/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,12/27/09,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,1/3/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,1/10/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,1/17/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,1/24/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,1/31/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,2/7/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,2/14/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,2/21/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,2/28/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,3/7/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,3/14/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,3/21/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,3/28/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,4/4/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,4/11/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,4/18/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,4/25/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,5/2/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,5/9/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,5/16/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,5/23/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,5/30/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,6/6/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,6/13/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,6/20/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,6/27/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,7/4/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,7/11/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,7/18/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,7/25/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,8/1/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,8/8/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,8/15/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,8/22/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,8/29/10,LOCAL,1,0,
WICKED,OSAKA,OSAKA SHIKI THEATRE,9/5/10,LOCAL,1,0,
